text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
🎃＃トリックオアトリート お菓子代をもらえるチャンス！👻仲間と放置して楽しむファンタジーRPG ＠HisekiHeart を今すぐフォローして、＃ハロウィン をチェック‼ #halloween #渋ハロ,FALSE,0,NA,2019-10-30T13:06:55Z,FALSE,NA,1189529113062567937,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",yukinachan0302,0,FALSE,FALSE,NA,NA
RT @SMTOWNGLOBAL: #SMTOWN #SMTOWNWONDERLAND #HALLOWEEN #NCT #DOYOUNG #TAEIL #TEN #SMTSEOUL #SMmakesIT #MAKEsIT https://t.co/ae7nRKYiTw,FALSE,0,NA,2019-10-30T13:06:55Z,FALSE,NA,1189529112483778561,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Pan9pound,22037,TRUE,FALSE,NA,NA
"丘みどりさん、Halloweenバージョン🎃

って、明日やそれ🤣

#丘みどり
#Halloween
#ハロウィン https://t.co/ukTyoOsHLB",FALSE,0,NA,2019-10-30T13:06:55Z,FALSE,NA,1189529111766519809,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ajZMCKInIrilZBt,0,FALSE,FALSE,NA,NA
RT @739ra: ハッピーハロウィン🎃 #Halloween19 #Halloween https://t.co/AMBmn4jDaG,FALSE,0,NA,2019-10-30T13:06:54Z,FALSE,NA,1189529109786808321,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",739ra,9,TRUE,FALSE,NA,NA
"RT @spoonScribble: #Halloween is very soon, it looks like Shadow is prepared. #b3d #SonicTheHedgehog #ShadowTheHedgehog
HQ Version(6MB): ht…",FALSE,0,NA,2019-10-30T13:06:54Z,FALSE,NA,1189529108734193665,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MotionsRodi,77,TRUE,FALSE,NA,NA
"Twins @TiaMowry​ and @TameraMowryTwo​ star as Alex and Camryn in #Twitches. Born in the magical land of Coventry, t… https://t.co/VQDeKesDLF",FALSE,0,NA,2019-10-30T13:06:54Z,TRUE,NA,1189529107278843904,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",yourtvlink,0,FALSE,FALSE,NA,NA
"RT @ianfjames: #RT Matt knew Melissa was his best chance for survival..., if only he could convince her not to blow his head off!!!
🔗 https…",FALSE,0,NA,2019-10-30T13:06:53Z,FALSE,NA,1189529104241938432,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",W_Angels_Wings,27,TRUE,FALSE,NA,NA
RT @SMTOWNGLOBAL: #SMTOWN #SMTOWNWONDERLAND #HALLOWEEN #NCT #NCT127 #JAEHYUN #JUNGWOO #SMTSEOUL #SMmakesIT #MAKEsIT https://t.co/dVwc1EB4B6,FALSE,0,NA,2019-10-30T13:06:52Z,FALSE,NA,1189529102115459081,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Pan9pound,25630,TRUE,FALSE,NA,NA
"RT @Full_Picture: Forget the trick, it's a TREAT seeing @KristenBell, @daxshepard and @mariamenounos looking spooktacular getting ready for…",FALSE,0,NA,2019-10-30T13:06:52Z,FALSE,NA,1189529102065295360,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",_AmyWarner,3,TRUE,FALSE,NA,NA
RT @Fuck__U_J: #Halloween 해피 할로윈이다. 사탕 좀 사봤으니까 빨리 홍보해. 한 명 뽑아서 줄 거야. 팔로 안 한 사람도 상관 없어. https://t.co/3trYtfUdrK,FALSE,0,NA,2019-10-30T13:06:52Z,FALSE,NA,1189529101935104002,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SOONS_CINNAMON,949,TRUE,FALSE,NA,NA
"RT @KingPenquinn: สายเดี่ยวเอาไม่อยู่อะ
#GOT7 ​#ParkJinYoung ​#jinyoung​ #박진영 #진영​ #갓세븐​ #Halloween https://t.co/s44sq5OYGX",FALSE,0,NA,2019-10-30T13:06:51Z,FALSE,NA,1189529097874989056,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",hottest_kakik,20,TRUE,FALSE,NA,NA
"RT @KingPenquinn: สายเดี่ยวเอาไม่อยู่อะ
#GOT7 ​#ParkJinYoung ​#jinyoung​ #박진영 #진영​ #갓세븐​ #Halloween https://t.co/s44sq5OYGX",FALSE,0,NA,2019-10-30T13:06:51Z,FALSE,NA,1189529097090682880,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",oxjinyoungxo,20,TRUE,FALSE,NA,NA
👾Trick or Treat!👾 #Halloween #V #JUNGKOOK https://t.co/aSK11VKLUC,FALSE,0,NA,2019-10-30T13:06:51Z,FALSE,NA,1189529094523719681,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UH_cherry,0,FALSE,FALSE,NA,NA
"RT @amolla_0220: #Halloween             🎅
                  ( ง )ง       ୧( ୧ )
                  /︶\           /︶\
할로윈 싼타한테 지지마 12월이 못오게 만…",FALSE,0,NA,2019-10-30T13:06:50Z,FALSE,NA,1189529092959289344,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",7anny_,6328,TRUE,FALSE,NA,NA
"The Great Pumpkin 
by Steven Hake
#Halloween https://t.co/0xays5HPPc",FALSE,1,NA,2019-10-30T13:06:50Z,FALSE,NA,1189529091738701824,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",3cheeks82,0,FALSE,FALSE,NA,NA
"Bildervoting: Wir suchen das beste #Halloween-Kostüm der Region - und verschenken einen Preis. #halloween2019 
https://t.co/xHDNplzuDI",FALSE,0,NA,2019-10-30T13:06:50Z,FALSE,NA,1189529091604668416,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",AZ_Augsburg,0,FALSE,FALSE,NA,NA
